class,text,language
0,ADEBUSOLA AKINSOLA / 15 OKO-OBA RD 77/03622 AGEGE / 0100538517 Ìṣiro rẹ fun APR 2020: Iṣẹ: 810.00 Curr.,yoruba
0," : Which tribe has the best Soups in Nigeria? 

Fr, Ibo soups are lit!! 

Peep the 5 different types of local Soups You'll…",english
1," Abeg tell that girl to let us have some rest, we can manage ""cowona"" ourselves. 😁",english
2,Ina ganin mata kyawawan halittu ne da kuma tunanin banza .,hausa
1,"Mgbe ị nwere ọtụtụ ụmụ nwoke nke mama na ụmụ nwanyị nke papa na-awagharị gburugburu, ọ dịghị onye n'ime ha ga-aghọta ihe ndị a. Ha enweghị ike ịghọta ihe a na-akpọ ""nsogbu"".",igbo
1,Ndị ohu Fulani,igbo
2,": ""Ohun kan tó ṣeé gbára lé gan ló sọ fún mi pé àwọn apániláyà Fulani ló ń ṣètò láti kọlu àwọn ìlú mẹ́ta tó wà ní Oduma, Nenwe (tí wọ́n sì wà ní...",yoruba
0,"A nawa ne, kasancewa shugaban kasa na Igbo ba zai taɓa zama ƙarshen ni da mutanena ba; ba mu dogara ga wani yanki don tsira ba kuma ba mu da kwayar cuta. Idan wani daga gabas ya zama shugaban kasa kuma ya yanke shawarar raba ƙasar; babu matsala!",hausa
0,A gaskiya ma matsakaicin tunanin Najeriya,hausa
2,"Daidai lol, kawai ho da girman kai LINK",hausa
0,"Dákẹ́, kíá",yoruba
1,  May thunder fire you and your senseless mumu favorite ode🤮,english
2,"Igbo bụ agbụrụ agbụrụ! ekwela ka onwe gị ghọgbuo, ha bụ ndị kasị njọ nke ebo 9ja niile, ndị nne na nna zụrụ site na ọmụmụ ịkpọ agbụrụ ndị ọzọ asị. Ha agaghị ahụ ihe ọma ọ bụla n'ime gị ma ọ bụrụ na ị bụghị Igbo.",igbo
0,Duro jẹun???😂. Awọn eso kabeeji ati mango pẹlu zobo...we ti o ge ayeraye don dey yipada rẹ belle bah???😂😂😂,yoruba
0,"Rotflmao: ewooooo!!!! Biko nwayo nwayo, chimoooo: Wata yarinya tana kuka a yaren Igbo...""""",hausa
1,   You are a very stupid person. Fulani asslicker,english
0,"Biko, shin wane ne Malamku?",hausa
1,"Da yawa Musulmai da muka yi hukunci barbarism, da yawa wadannan idiots gane duniya ne a kan su.",hausa
2,Ọ bụghị ebe a na-anọghị n'ebe ahụ bụ ihe nzuzu.,igbo
2,Kada ka taɓa damuwa da wani mai aminci,hausa
1,"The wisest female becomes a mumu when shes in love.""""""""",english
2,M na-adịghị na-akpa na u hoe ooooo.......!!!!!! M nwere ike na-eche na-agbapụta ooooo..... !!!!! Plz adịgboroja ndị mmadụ... LINK,igbo
1,"The world is full of fake nd confusion. Loyalty nowadays is just a painted illusion,crazy how u can ve heat with d same nigga u cool with.",english
2,Ndị akwụna na-emeri: '( : Ụmụ agbọghọ ndị na-eme ihe ọjọọ na-alụ di na nwunye tupu oge eruo.,igbo
0,Àtúnṣe,yoruba
0,"Aƙalla suna yin fried plantains, amma duba ni ",hausa
2,"lokaci yayi da za mu tambayi Sheikh Gumi ya gaya mana a cikin jumla guda daya, cewa kyauta guda daya Contributor d Fulanis ko d Killer sanannun makiyaya suna taimakawa wajen bunkasa GDP na Najeriya don tabbatar da shi ya kare su balle kwatanta Niger Delta... duniya sanannun 'yan ta'adda",hausa
1,"  No need to sweat on whether you are a liar or not. You are a blatant motherf*ucking lair. See him skeeping like a disc. 

Fool.",english
2,"""Shirts ba zai post wani hoto a IG kamar yadda suka posted wani hoto da wannan masana'anta b4. Lmao! ku ne duk da hankali ROKE!""",hausa
0,a wà ní ìtàgé ìtàgé!,yoruba
2," Yorubas are the problem of this country, you can never see hausa man to treat his brother like this coz of a peaceful protest... Animal in uniform, you guys will soon get sense by force",english
1,"Ozomena jẹ ìtìjú fún gbogbo ọkùnrin, kò sí ọmọ abẹ́lé kankan nítorí kò ní àbámọ́ra kankan láti fi ṣe àbámọ́ra!",yoruba
0,"Na fahimci cewa duk Fulani ne masu kiwo, kada ka damu da su.",hausa
1,Obama ti di ẹni tí a kò mọ̀ dáadáa,yoruba
1,Ọ bụ mgbe niile Lagos ụmụ agbọghọ😂. E nwere nkịtị ụmụ agbọghọ na Lagos!!! nzuzu ụmụ agbọghọ na-adịghị nanị Lagos!!!,igbo
1,"  I love how you are frothing. You irredeemably foolish kitten🤣

You jump and scream and shout like you love God more than other Christians yet you are still a bloody fornicating sinner like the rest of us. 
 You are too daft to fight for Christ. He thinks you are stupid too. 😂",english
2,  Disintegration of this zoo and impossible country called Nigeria is the best way to go. Fulani herdsmen and northerners feels they're above the law.,english
0,": Awọn ọmọ Yoruba ti n ṣe awọn ẹṣọ ti o dara julọ: Igbati, Ifoti, Igbaju, Igbarun, Iforun, Ifakun, Iladi &amp; Abara. Awọn ẹṣọ wọnyi le fọ ...",yoruba
0,'Yan Sandan Kirista ',hausa
2,"Ìdí ni pé wọ́n ń gbìyànjú láti dáàbò bo àwọn èèyàn wọn, nígbà tí àwọn gómìnà àríwá ń hùwà bí àwọn olè, Boko Haram àti àwọn olùṣọ́ àgùntàn Fulani tó ń pa àwọn èèyàn wọn láìní ìpinnu láti dá àwọn apaniyan dúró.",yoruba
0,Orinrin ti o ni ẹwà 😎,yoruba
0,Àṣà ìgbàanì @ Daystar Christian Centre LINK,yoruba
1,"Mecece tambaya, me kake cewa?! Biafra kwalban sukari ne ko kwalban madara? Biafra an haife shi amma ya mutu. Har yaushe za ku yi wasa kafin ku fuskanci gaskiya? FG da danginta kawai sun sami maganin hana hankali...",hausa
2,Twitter na bukatar ya mayar da wannan zuciya zuwa ga wani star domin ban son wadannan hooks.,hausa
0,: PHOTOS; Lee Obodo Ndị Ochie Ebe Ụmụ Nwaanyị Na-enye Ụmụ Anụmanụ Mmanụ,igbo
0,"Ọ bụ n'ezie nwa agbọghọ Britain o..'' "": British girl "": Ọ pụtara ọka☺"": Lol.",igbo
1,"Rárá o, òmùgọ̀",yoruba
2, Yes 3 followers so my real account won't be suspended.. See your face like boko boy. Fulani herds men protogee😂😂😂😂. Fake Arab begger. There's a spot @ obalende for your type😝😝😝,english
1," : How on earth can Nigeria develop , when we are still talking abt Hausa, Igbo , Yoruba nonsense before we elect our leaders…",english
0,Titans bi sa'an nan kuma na bi ka kamar yadda sharp,hausa
1,"Ndị Kraịst bi n'ụwa erughị ijeri atọ, onye ụgha!",igbo
1,Ị chọrọ ka m hapụ ụlọ m na m nnọọ nnọọ ala na na akwụkwọ na Uber na-abịa gị n'ihi na ị na-agba ume na ị chọrọ ka anyị Netflix na jụụ? Ị bụ nnọọ nzuzu dear.,igbo
2,Lol yeah..ó ti pada abi?,yoruba
0,"Sa'a, kó ẹ̀rù ẹ̀ àti ẹ̀rù ẹ̀, ọjọ́ náà á pẹ́ gan-an.",yoruba
0,"Ojúbọ̀ àwọn ọmọ mi, inú mi dùn láti kéde fún yín pé orin tí a ti ń retí yìí ti jáde báyìí. Gbẹ́rù mi, ẹ ó gbádùn orin yìí gan-an.",yoruba
2,"Dukkanku daya ne. Mutanen da ke neman haɗin kai marasa kyau da ba za su iya ciyar da kansu ba. Kwayoyin da ke dogara da kudancin Najeriya don tsira. 2023 shine lokacin da ya dace, ko dai muna sake tsarawa ko kuma mun rabu. MU NA gaji da kasancewa tare da ku masu zaman kansu.",hausa
1,Yúróòpù ń dúró dè ọ. Bayern ń fi ẹ̀rù bà ọ.,yoruba
0,Lol. Wo BBC Igbo News àkọlé àwòrán ère tuntun ti Buhari tí Gómìnà Okorocha yóò fi hàn,yoruba
0,Ya juya.......😍 LINK,hausa
0," Addressing Igbo leaders, he said if anyone votes against Ambode that is your end. If it doesn't happen within 7days call me bastard",english
1,"""Aikin mutumin ne ya bi"". ""Amma 'yan matan Najeriya suna ganin cewa wannan wasa ne na marathon.",hausa
1,Onye na-ekwu na anyị na-eleda Muslim anya ị na-abụ nnukwu onye nzuzu kwuo m ebe ọ bụla nnukwu onye nzuzu na ị na-abụ Oloshi,igbo
2,"kódà orúkọ rẹ̀, ""dauda"", ṣàlàyé pé o kò ní ọpọlọ. àwọn ará yúróòpù rò pé àwọn kristẹni lè jí èèyàn gbé nígbà táwọn aráàlú rò pé àwọn músùlùmí lè ṣe ìpániláyà, tí wọ́n fi ń pa àwọn èèyàn, èyí sì ni ìdí tí wọ́n fi ń ṣàníyàn káàkiri ọ̀rọ̀ náà lónìí.",yoruba
0, : Meet The American Billionaire Sponsoring Chibok Girls Education - LINK LINK,english
0,": Igbos, Hausa na Yoruba nwere ike ịdị ndụ n'otu Nigeria.",igbo
1,Wani wawa ne,hausa
0,Ị pụrụ inwe obi ụtọ na ị pụrụ iwulite mmekọrịta gị na...,igbo
2,"Most nigerians especially ugly girls d dumb "": Nigerians are so quick to judge in any situation.. Smh""",english
1, Fuck em,english
2, That's how foolish and gullible they're foolish Yoruba media,english
1,"Àkọlé àwòrán, YNaija Morning cover.",yoruba
1,Báwo ni mo ṣe máa dúró fún ìgbà mélòó fún ìjùmọ̀sọ́nà yìí?,yoruba
0,NKE NDỊ NA-ENYERE GỊ AKA,igbo
0, Srry plzzz,english
1,"àwọn obìnrin máa ń ní ìdààmú ọkàn nígbà gbogbo, nígbà tí àwọn ọkùnrin bá sì gbádùn ọlá.",yoruba
0,"Ekele, ezigbo ekele, Ekele Tacha TACHA Ekele nwanyị mbụ TACHA TACHALLION Day TACHA FACE OF TWITTER",igbo
0,"Mgbe anyị nwetara ha, anyị ga-ama ma ọ̀ bụ mba Hausa ka ọ̀ bụ mba anyị.",igbo
0,"Ọ̀pọ̀ jù lọ àwọn ọmọ Hausa tí wọ́n ń ṣe ẹ̀sìn Mufti ni kò ṣe é nítorí orúkọ rere tó ní, nítorí pé Mufti jẹ́ òmùgọ̀ tó dáa........... tí wọn kò bá ṣe bẹ́ẹ̀, àwọn ọmọ Ládán tí wọ́n ń gbàdúrà ní ojú pópó wọn àti àwọn ọmọ Ustaz tí wọ́n ń kọ́ ní Islamiyya lè máa ṣe é",yoruba
0,Babban shiri ,hausa
0,èyí kaman hausa bakwae ne ae,yoruba
0,Ba zan iya yin aiki da kyawawan 'yan fata ba,hausa
0,ALINK ekele ☺️❤️,igbo
0,Haka kike gani koh,igbo
2,"A goal from mata bitches , thank you .",english
0, Ka yi tunani a kan wannan .,hausa
2,"Ọ bụ ihe na-adịghị mma n'ụdị ya, ebe ọ bụ na ụmụ nke ndị isi na-enwe mmasị na posts. na, ebe ọ bụ na Fulani ndị mmadụ na-achọ mgbe niile 4 mmadụ 2 igbu, dị ka Pantami mere ka anyị 2 mara, NYSC kwesịrị ka e kpochapụ. nakwa, ndị òtù ndị ọrụ aghọwo ndị ọrụ dị ọnụ ala 4 ha!",igbo
0,Happy girl LINK,english
1,Ụmụ nwoke bụ ndị na-eme ihe ọjọọ mana ụmụ nwanyị nwanyị na-aghọgbu ibe ha 🤔,igbo
1, Go and tel dis nansenz tu yuwa bilej fiful,english
0,Kuma me ya sa ka shigar da Yoruba a ciki... su ne kawai suka yi magudi? Muna fatan samun Najeriya mafi kyau kuma kuna kokarin yin wa sauran kabilar inuwa...,hausa
2,Suna ƙoƙarin sa ku yi gāba da 'yan'uwanku na arewa.,hausa
0,Àwa èèyàn,yoruba
1,"Ị na-ekwu eziokwu........ Cheedị ndị na-enweghị isi, ndị na-enweghị uche na ndị na-enweghị ọrụ na-ebu ihe ngosi na mbipụta nke trivia nke na-enweghị ihe akaebe dị ukwuu mana ndị nzuzu niile na-agbachi nkịtị mgbe ọ na-abịa Boko Haram, fulani na-edu ndị ikom, nnapụta, na ọtụtụ ndị ọzọ.",igbo
0,Kanye West - awọ́n awọ́n dúdú &gt;&gt;,yoruba
0,&amp; apos; ga-eji obi ụtọ chekwaa ego gị maka gị na udo na mmasị.,igbo
1,"Wannan shi ne Quavo mutum, ba Quefo Tekno: Nna bros ba vex, na cewa Cuppy yarinya rikice ni😂😂😂 LINK",hausa
2,Àwọn ẹgbẹ́ ọ̀tẹ̀mí tí Ìwọ̀ Oòrùn ayé dá sílẹ̀ gan-an nìyẹn.,yoruba
0,Gay's are goddess LINK,english
2,"A sọ ó di Ààrẹ ""Ẹ gbèjà ara yín kúrò lọ́wọ́ àwọn olùṣọ́ àgùntàn Fulani""",yoruba
0,@ lọ gba ọrẹbinrin rẹ,yoruba
1,Mo fẹ́ràn pé àwọn òmùgọ́ tó ní ẹ̀rí àti èṣù ní orílẹ̀-èdè yìí pàápàá ti rẹ́ láti máa fi agbára àwọn oníròyìn Yorùbá ṣe àdàkàdekè ní Nàìjíríà. gbogbo àwọn òmùgọ́ tó ń fi ìwà òmùgọ́ àti ìkórìíra àti ìwà ibi ṣòfò ní orúkọ èrò àti ìṣèlú mọ ìgbà tí wọ́n yẹ̀ láti jẹ́ òmùgọ́,yoruba
0,Ina fatan yarubana na daidai ne 😀,hausa
0,Ọ bụ naanị m.,igbo
0,Ina da gwamnan jihar ____(wani jihar gabas) aboki ne kuma ya yi alkawarin ba ni aikin daga wani wanda na sani.,hausa
0,": Ní báyìí, Arewa Twitter yóò tẹ́ àwọn èèyànláàkì, àwọn olórin/àwọn òṣèré tí wọ́n ń sọ̀rọ̀ fún àwọn tí kò ní ohùn, láti...",yoruba
0,"A REAL mace ba ya dace da definition na kalmomi- &gt; Hoe, slut, Bitch, karuwa &amp; karuwai. ta kawai fits da kalmar PRICELESS!6",hausa
1,"Àní, mo ti wá rí ìdí tí àwọn ọkùnrin fi ń fi àwọn òmùgọ̀ ọmọbìnrin ṣọ̀tẹ̀, nítorí pé wọ́n ń dá àwọn èèyàn lẹ́bi...",yoruba
1,M kpọrọ ndị mmadụ asị .,igbo
0,♥️,igbo
0,Àhò boo❤️,yoruba
1,"Ẹ̀yin òmùgọ̀ wo ló máa gbádùn kí ẹ̀yin èèyàn máa sọ lórí Twitter pé ẹ̀yin òmùgọ̀ èèyàn ni? Ẹ̀yin òmùgọ̀ ẹ̀yin ò ní ríran yín lójú, ẹ̀yin ò ní ríran yín lójú, ẹ̀yin ò ní ríran yín lójú, ẹ̀yin ò ní ríran yín lójú.",yoruba
0,Boozy England fans to be banged up in Soviet-era drunk tanks at World Cup 2018: ENGLAND fans who step out of ... LINK,english
1," Stupidity has class , what class can I give this man called kanu. As a Muslim, we dont cover death ,besides hausa people dont cover death .",english
1,Ndị nwere ego na - esi ísì ụtọ Obi ike na klas  ,igbo
2," Hahahahah, mumu aboki girl, Bokoharam girl, una dey even kill and rape ur own tribe. Chaiii, so sorry, i knw u wish in ur next world not to be aboki, shine my shoe. Mumu gal,let me remind u dat Rivers,Benue,Enugu,Anambra,Imo,Abia are inclusive in Biafra.... Olodo wey no sabi book",english
2,"Waɗannan maza ne masu hauka... auren gay. Gwada ƙugiya kuma ba abin da ake buƙata don fita da wata mace, fuck fuck LINK",hausa
1,Nítorí pé ó máa ń ṣe àwọn ọmọkùnrin bíi ti àwọn ọmọkùnrin tí wọ́n ń fi pálìpálì ṣe àpò...,yoruba
2,M na-adabere nnọọ na sexy bitches!! site na-ele naanị na-eme ka m D**K cum ndụ!!!,igbo
0," you will surely be happy 'ing  $Coin
in 2022.

LINK
LINK
 

       LINK",english
1,"..Agaghị m eti ya aka m ga-eti ya aka ma tie gị aka m kpọtara ya nwanyị ahụ ma mee ka ọ metụ ya aka. onye nzuzu ahụ enweghị ike 😂. ogologo akụkọ dị mkpirikpi, anyị ka batara na BRT tupu ya na ọ dịghị ihe mere😂.. Gwa mba ime ihe ike ọ bụla megide ụmụ nwanyị . Naanị m na-emere nwunye ya ebere ",igbo
0,"""Gịnị ka Nala na-eweta na tebụl?""",igbo
1,        You no dey hear word. Yoruba boys don't know what they call quicky...they will pin you down even if brigade of guards are coming in sirens,english
0,lonely.,english
1, You dey craze.,english
2,"😂😂😂😂 nwoke bara ọgaranya, ha ka na-eji ESN eme ihe iji mee ka nne gị dara ogbenye nọrọ n'enweghị ihe ga-eme ndị Fulani na-azụ atụrụ.",igbo
2,"Point being, It was a subtle brag at you lonely ass women out there. And you being one of them is out here defending it. 👍🏾 LINK",english
2,Ndị bi n'ebe ugwu ga-egosi ihe ha na-eme ebe niile.,igbo
2,"Gbogbo àwọn ọmọbìnrin tí ń ṣeré yìí ń ṣe bíi pé ""A ń ṣakoso ìlú náà"".",yoruba
2," : Say wot?"": LOOOL WTF "": 80% of unilag girls are witches """"",english
1,"""Hian!"": Àwọn ọmọbìnrin yẹ kí wọ́n jáwọ́ nínú kíkọ Nelson Mandela dere baba nítorí pé kò tọ́ àwọn ọmọbìnrin tó ń ṣe àdàkàdekè.",yoruba
1,Na mumu dey love,english
1, Imagine😂😂😂 lazy man,english
2,"Àwọn ará àríwá ni Boko Haram, àwọn olùṣọ́ àgùntàn ni Isbah, àti gbogbo onírúurú ẹgbẹ́ ọ̀tẹ̀múyẹ́ ní orílẹ̀-èdè yìí !!!",yoruba
0,: Àwọn oníṣèré Yorùbá mélòó ló máa ṣe nípa Dagrin sef,yoruba
0,"LMAO! IBADAN PEEPZ Bịa ma chebe onwe gị 0000000 1. Ibada ndị mmadụ ga-enwe ihe mberede, bilie, bụrụ ọnụ na...",igbo
0,"MEMORISE:
And the Spirit of the LORD will come upon thee, and thou shalt prophesy with them, and shalt be turned into another man. 1 Samuel 10:6",english
0,🥰🥰 ,hausa
1,Hey iberibe!! adịghị abịa na-awụpụ saliva na m kwuru dị ka m na-akpọ gị.,igbo
0,Allah sarki uwa..kowa yaji wuya ita yakefara rántí..kamin uba..Allah ya masu albarka,yoruba
0,har yanzu bikinsa na Eid-el-Fitr ga dukan musulmi Ummah.,hausa
1,Well your handle says it all... you’re a bad girl who is always horny. You have a problem dear😞 LINK,english
0,"Annabi ya ce: ""Musulmi ba ya zuwa masallatai a kai a kai don yin salla da kuma tunawa da Allah, amma Allah yana jin cewa...",hausa
0,Ma ọ bụ ihe nkiri ọha na eze .,igbo
2,"""Àwọn ọmọkùnrin méjì tó ń bá ọkùnrin lò pọ̀ ní iléèwé iléèwé kan [Gbé fídíò tó wà nísàlẹ̀ yìí]",yoruba
2,"Ọ bụrụ na ụmụ nwoke na ụmụ nwanyị na-ehi ụra, anyị ga-enwe ọtụtụ ụmụ ahụhụ karịa ụmụ mmadụ.",igbo
2,"Ọ bụrụ na ọ bụ onye Yoruba, ndị Igbo nwere ike ibe ákwá n'enweghị ihe ọ bụla, ha bụ ụmụ ọhụrụ na-ebe ákwá.",igbo
1,Má ṣe ṣe ṣe é bí ọmọ Kogi tí ó ti bín sí i,yoruba
2,"    Ara mi,oun ibanuje gan ni.

These fulanis are savages. The don't deserve any courtesy,they are barbarous in ways &amp; brains.",english
2,"Biko bịa nyere Nigeria aka lụso onye iyi ọha egwu a a na-akpọ ndị ọzụzụ atụrụ ọgụ, ha na-egbu ndị Naijiria, na-akpata mmerụ ahụ, ihe mgbu, n'akụkụ nile nke mba ahụ, ma ọ dịghị ihe a na-eme banyere ya n'ụzọ zuru ezu, kwere m na ha ka njọ karịa Bolo Haram, ",igbo
0,"Herdsmen Should Embrace Ranching ― Adamu Garba

LINK

Fulani | Suarez |  | Miyetti Allah | Ole Gunnar Solskjaer | Buhari |  |  | Kiddwaya",english
0,Mo wà ní ìdánìkanwà.,yoruba
2,: Hausa/Fulani D àwọn ajá ọdẹ fún Britain D'Shameless Slave Masters àwọn apànìyàn ará Áfíríkà https:...,yoruba
0,Ọ bụkwa nwoke nwere mmasị nwoke,igbo
1,"O tọ̀nà gan-an........ fojú inú wo àwọn aláìní àǹfààní, aláìní ọpọlọ àti aláìníṣẹ́ tí wọ́n ń gbé àkọsílẹ̀ lórí ìwé ìròyìn tí kò ní ẹ̀rí tó lágbára, ṣùgbọ́n gbogbo àwọn òmùgọ̀ ló ń dákẹ́ nígbà tí ó bá ń sọ̀rọ̀ nípa boko harram, fulani tó ń mú àwọn ọkùnrin, ìfọ́nfà àti àwọn mìíràn.",yoruba
1, :    and . D vampire Moron-mmadu Buhari is a blood sucker . He is a vampire dat suck blood of inn…,english
0,"A jẹ gbogbo nkan yii lati awọn Northerners & Be Healthy. wọn ko pa. Boko-Haram, awọn olè, awọn awakọ, awọn olè ti o ni ohun ija jẹ gbogbo awọn iṣe lati awọn alaigbagbọ ni gbogbo agbaye! wọn pa ni ariwa, o pe o Fulani Shepherdmen. nigbati wọn pa ni Ila-oorun, o pe wọn ni awọn olè ti a ko mọ",yoruba
1,Oun ni o wa ni o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni awọn ti o ni o ni awọn ti o ni awọn ti o ni o ni awọn ti o ni o ni o ni awọn ti o ni o ni o ni awọn ti o ni o ni o ni o ni o ni o ni awọn ti o ni o ni o ni o ni o ni o ni awọn ti o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni ni ni ni ni awọn ti o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni ni ni o ni o ni ni ni ni ni o ni o ni ni ni o ni o ni ni ni ni o ni o ni ni ni ni o ni o ni o ni ni o ni o ni o ni o ni o ni o ni o ni ni ni ni ni o ni o ni ni ni ni ni ni ni o ni o ni o ni ni o ni ni ni o ni ni o ni ni o ni ni ni o ni o ni ni o ni o ni o ni ni ni ni o ni ni ni ni o ni ni ni o ni ni ni o ni ni ni ni ni o ni o ni o ni ni ni o ni ni ni ni o ni o ni o ni ni ni o ni o ni ni ni ni o ni o ni ni ni o ni o ni ni o ni o ni ni ni ni ni ni o ni,yoruba
